gene,protein_n,protein_mean_difference,protein_sd_difference,protein_tumor_nonfinite,protein_normal_nonfinite,protein_status,protein_ci95_low,protein_ci95_high,protein_t,protein_p,protein_q,rna_n,rna_mean_difference,rna_sd_difference,rna_tumor_nonfinite,rna_normal_nonfinite,rna_status,rna_ci95_low,rna_ci95_high,rna_t,rna_p,rna_q,same_direction,joint_pair_n,joint_protein_mean,joint_rna_mean
FLII,51,0.35903905706507644,0.43683548244448717,21,21,tested,0.23617709779009777,0.4819010163400551,5.869604993471642,3.487772268335467e-07,6.488562797739615e-07,72,0.14089582682025584,0.2708727131279594,0,0,tested,0.07724385983756848,0.2045477938029432,4.413662495642706,3.5539819831274916e-05,5.854033905853193e-05,True,51.0,0.35903905706507644,0.11997527783669472
FLNA,44,0.31512461078831344,0.4716260055357864,28,28,tested,0.1717371994231769,0.45851202215345,4.432113937416508,6.340519536673561e-05,9.928895350623668e-05,72,0.8655792507690445,0.5900058483490699,0,0,tested,0.7269346735983402,1.0042238279397488,12.448492697198748,1.6040269513904355e-19,7.302028365020142e-19,True,44.0,0.3151246107883135,0.95656421854227
FLNB,72,-0.5796548986924106,0.8848518469828474,0,0,tested,-0.7875848887542576,-0.3717249086305636,-5.558597105416,4.4764429948337294e-07,8.255910398376251e-07,72,-0.46443100777098156,0.6462785883516238,0,0,tested,-0.6162990305494236,-0.31256298499253954,-6.097722949338768,5.0479203439808616e-08,1.0077291899296176e-07,True,72.0,-0.5796548986924106,-0.4644310077709817
FLNC,72,0.03595695603660102,0.8739683728659179,0,0,tested,-0.1694155429913651,0.24132945506456713,0.3491028952583095,0.7280452980314587,0.7512576854005579,72,-0.14787747488638914,1.167461504781793,0,0,tested,-0.4222174787125582,0.12646252893977994,-1.0747951672782885,0.28610547389814506,0.32065870483161785,False,72.0,0.03595695603660102,-0.1478774748863892
FLOT1,72,0.4410952419617333,0.278911671044041,0,0,tested,0.37555421248197585,0.5066362714414907,13.41936401181343,3.7241041163095565e-21,1.8487845917334872e-20,72,0.3110448385400832,0.2796845511253146,0,0,tested,0.2453221911452294,0.376767485934937,9.436713484523688,3.680539248180158e-14,1.1126463243902338e-13,True,72.0,0.4410952419617333,0.31104483854008325
FLOT2,72,0.5012526226684537,0.3534415816668378,0,0,tested,0.4181979228178315,0.5843073225190759,12.03386857556023,8.286879441676985e-19,3.4527517208615115e-18,72,-0.043891593901630964,0.272023999713161,0,0,tested,-0.10781409996838709,0.020030912165125155,-1.3691164184478886,0.1752785599557342,0.20320215934387792,False,72.0,0.5012526226684536,-0.043891593901630964
FLRT2,21,0.7723236956728579,0.9887204453237671,51,51,tested,0.32226354483236413,1.2223838465133516,3.579608182644539,0.0018750603070334549,0.002594466978412171,72,-0.3101052078215407,0.35394080698814345,0,0,tested,-0.3932772198713199,-0.22693319577176152,-7.4343785515261205,1.8636446375003112e-10,4.40515739919194e-10,False,21.0,0.772323695672858,-0.4207548124540412
FLRT3,72,-0.6615950699779893,0.5898009611566373,0,0,tested,-0.800191501018885,-0.5229986389370936,-9.51816069197859,2.608194208302073e-14,7.934509548785535e-14,72,-1.4995892786084093,1.1941379165596948,0,0,tested,-1.7801979318754744,-1.2189806253413442,-10.655751566320601,2.236865305790052e-16,7.917720362918436e-16,True,72.0,-0.6615950699779892,-1.4995892786084095
FLT1,58,1.4512236875341509,1.0748018308428338,14,13,tested,1.1686189523447132,1.7338284227235885,10.283002887563349,1.3386751605181669e-14,4.1723913903320186e-14,72,2.0814284650020642,0.9425832358808395,0,0,tested,1.859932263646488,2.3029246663576406,18.737343837212848,3.3997173385365477e-29,4.159950141072874e-28,True,58.0,1.4512236875341509,2.0347981980897707
FLT4,60,0.5222549887197006,0.6654899834731973,12,12,tested,0.3503406965503444,0.6941692808890567,6.078783825501731,9.566416284036665e-08,1.8564768777125695e-07,72,0.690387995877803,0.8589571497095387,0,0,tested,0.48854296135405295,0.892233030401553,6.820056628436911,2.5059635517057777e-09,5.489102284953964e-09,True,60.0,0.5222549887197006,0.7379537048085113
FLVCR2,29,-0.5768996043784588,0.5996175626385506,43,43,tested,-0.804981927138091,-0.3488172816188265,-5.181134843812793,1.6903421311685213e-05,2.769753813819006e-05,72,-0.0658466051516765,0.6269299583285518,0,0,tested,-0.21316792278153823,0.08147471247818526,-0.8912111549749119,0.3758261659032123,0.41047297786614484,True,29.0,-0.5768996043784587,-0.11738210115166166
FLYWCH1,11,0.05954453402581836,0.22864612417449712,61,61,insufficient_pairs,,,,,,72,0.1294105537237115,0.2674288146848083,0,0,tested,0.06656786319956365,0.19225324424785933,4.106083192403601,0.0001061937119101534,0.00016827278599763058,True,11.0,0.05954453402581836,0.09677410243572818
FLYWCH2,72,0.34120088837359325,0.3432230881964202,0,0,tested,0.26054741676586374,0.42185435998132276,8.435287842096574,2.6063043179139532e-12,6.963795265414299e-12,72,0.208132448839208,0.34816566553514827,0,0,tested,0.1263175284980822,0.2899473691803338,5.072477174897377,3.0161944154118424e-06,5.343607268150208e-06,True,72.0,0.3412008883735933,0.20813244883920803
FMC1,64,-0.8626862511159687,0.549482202338587,8,8,tested,-0.9999428214068167,-0.7254296808251208,-12.559988257226758,8.260970009747785e-19,3.4433864606480903e-18,72,-0.668383878721219,0.4040853395637667,0,0,tested,-0.7633392782337215,-0.5734284792087164,-14.035216627945768,3.6401306565514786e-22,2.076720205050296e-21,True,64.0,-0.8626862511159687,-0.6510240999141448
FMN1,37,0.21603107930947565,0.5853345815983085,35,35,tested,0.020870813296636453,0.4111913453223148,2.2449822646995963,0.03100597062397528,0.03841952615417364,72,0.27221958603279417,0.735286787328664,0,0,tested,0.09943566191807149,0.4450035101475168,3.1414406227246996,0.0024517536624398062,0.003486396641586368,True,37.0,0.2160310793094756,0.4327169827548948
FMN2,11,0.5466983706892454,1.0899197487122443,61,61,insufficient_pairs,,,,,,72,-0.5071046870494137,0.22141620189831665,0,0,tested,-0.5591349436592994,-0.455074430439528,-19.433654443162872,3.867632087442946e-30,5.352476284041311e-29,False,11.0,0.5466983706892454,-0.503226027843374
FMNL1,72,1.1990144897961759,0.5056083139738785,0,0,tested,1.0802023608977054,1.3178266186946463,20.122246878707923,4.748274703798057e-31,8.725172180074343e-30,72,1.0268328353369933,0.5676857097328019,0,0,tested,0.8934332336008598,1.160232437073127,15.348220648785727,3.007370493045464e-24,2.1226855948500187e-23,True,72.0,1.1990144897961752,1.0268328353369933
FMNL2,72,0.5374999980981761,0.28360211599196267,0,0,tested,0.47085676809215826,0.6041432281041939,16.081821909414014,2.268790658726699e-25,1.760462233488397e-24,72,0.6777267159497263,0.4470694681517329,0,0,tested,0.5726705414198143,0.7827828904796383,12.863105824351061,3.170322686808956e-20,1.5374569214402524e-19,True,72.0,0.5374999980981762,0.6777267159497264
FMNL3,72,0.2866161888847118,0.395156339097477,0,0,tested,0.1937590016147993,0.3794733761546243,6.154574198792644,3.996791559324664e-08,7.973714399424211e-08,72,0.93286726206541,0.46993468883579587,0,0,tested,0.8224380240946401,1.04329650003618,16.844130453639337,1.6608352339837025e-26,1.511042199722493e-25,True,72.0,0.28661618888471174,0.9328672620654103
FMO1,72,-1.245092071714573,0.7407904993905157,0,0,tested,-1.419169304758046,-1.0710148386711,-14.261733342995196,1.5665632799406444e-22,8.92522963523253e-22,72,-1.9461931537113206,1.775035833473635,0,0,tested,-2.3633061251902054,-1.5290801822324356,-9.303472192750286,6.470928691773133e-14,1.9237759392443106e-13,True,72.0,-1.2450920717145735,-1.9461931537113206
FMO3,72,-0.03023960889308067,0.8991259247714528,0,0,tested,-0.2415238427900363,0.18104462500387497,-0.2853789252822834,0.7761847251753788,0.7956944260431773,72,-0.36255809020481977,1.2332901408887222,0,0,tested,-0.6523670651340847,-0.07274911527555478,-2.4944717450490375,0.014943503131787108,0.01968757098669243,True,72.0,-0.030239608893080677,-0.3625580902048197
FMO4,72,-1.6122233609525416,0.7993701429266438,0,0,tested,-1.8000661353573468,-1.4243805865477364,-17.113685039220062,6.702190916318529e-27,6.226211246613315e-26,72,-1.9538547659705696,0.9008402733139874,0,0,tested,-2.165541852024784,-1.7421676799163548,-18.403936796327855,9.813268742322857e-29,1.130219897851418e-27,True,72.0,-1.6122233609525414,-1.9538547659705694
FMO5,72,-1.9016012808737122,0.692344644894896,0,0,tested,-2.0642942962335584,-1.738908265513866,-23.305765486603057,5.449968630692739e-35,2.451997097387455e-33,72,-2.418757715548512,1.1134400925619192,0,0,tested,-2.680403309859341,-2.1571121212376827,-18.43281908891589,8.947778294557885e-29,1.0336695277704628e-27,True,72.0,-1.9016012808737122,-2.418757715548511
FMOD,72,0.622239928689797,0.8876688561318797,0,0,tested,0.4136479739314196,0.8308318834481745,5.948029877072364,9.308581304736484e-08,1.8081896656422295e-07,72,-0.30803753508143017,1.2722173372466823,0,0,tested,-0.60699395269214,-0.009081117470720323,-2.0545115071686904,0.04360806445566987,0.05461779381007526,False,72.0,0.6222399286897969,-0.30803753508143017
FMR1,37,0.0956190319316867,0.2922413497117712,35,35,tested,-0.001819085245610877,0.19305714910898425,1.9902312427419828,0.05420066781866702,0.06522673626300662,72,-0.6436714460296492,0.4107461263701619,0,0,tested,-0.7401920537057334,-0.547150838353565,-13.297102471521566,5.9429109745773236e-21,3.059135142977472e-20,False,37.0,0.0956190319316867,-0.6898857483506522
FN1,72,0.7700225807511467,0.5945437837759294,0,0,tested,0.6303116410346381,0.9097335204676553,10.989700742802297,5.65500472542153e-17,2.0759847204593565e-16,72,2.633160567824398,1.3563633906459576,0,0,tested,2.3144307970735953,2.9518903385752004,16.47280402554885,5.882139372716577e-26,5.002186054213135e-25,True,72.0,0.7700225807511466,2.6331605678243974
FN3K,72,-0.8535392975465024,0.5768113263845566,0,0,tested,-0.9890833140636839,-0.7179952810293209,-12.556135381473881,1.0508243359758582e-19,4.696178424430194e-19,72,-2.2749093614016678,0.9503312782614813,0,0,tested,-2.4982262634549928,-2.051592459348343,-20.31212322896026,2.6866700173100687e-31,4.407854217355561e-30,True,72.0,-0.8535392975465025,-2.2749093614016695
FN3KRP,72,-0.04323071267963988,0.2607116811516404,0,0,tested,-0.10449495420855973,0.01803352884927998,-1.4070131398609922,0.1637860134927997,0.1873307197187938,72,-0.01879444117365587,0.28839034084345866,0,0,tested,-0.08656284885679585,0.04897396650948412,-0.5529870423663391,0.5820092943112096,0.613975408118039,True,72.0,-0.04323071267963987,-0.01879444117365587
FNBP1,72,0.4343406302685362,0.32535055876267,0,0,tested,0.35788699717638567,0.5107942633606867,11.327788936674533,1.4219526738982195e-17,5.44313284136621e-17,72,0.29391867750021927,0.3997996770073691,0,0,tested,0.19997035931528437,0.38786699568515415,6.238080776857342,2.8335494928149515e-08,5.764457808045673e-08,True,72.0,0.4343406302685362,0.2939186775002194
FNBP1L,72,-0.3342065253682984,0.21709455379319734,0,0,tested,-0.3852212444612402,-0.2831918062753567,-13.062678705233708,1.463773590872232e-20,6.937194349183328e-20,72,-0.252505863923536,0.5180756891588699,0,0,tested,-0.3742476823594719,-0.13076404548760012,-4.135656910508626,9.575401382233963e-05,0.00015225040328052412,True,72.0,-0.3342065253682985,-0.2525058639235359
FNBP4,72,0.06310695588687643,0.23520451778906035,0,0,tested,0.007836603891635742,0.11837730788211712,2.2766581288716785,0.02582328226573984,0.03224856745981675,72,0.1844599843486556,0.26194422775493387,0,0,tested,0.12290610856757539,0.2460138601297358,5.975298188094943,8.329278288012171e-08,1.6366769313480567e-07,True,72.0,0.06310695588687641,0.18445998434865554
FNDC1,26,-0.4070349353830601,1.2420031355675587,46,46,tested,-0.9086908583547151,0.09462098758859483,-1.6710739440152615,0.10718045490489055,0.12503970977450776,72,-0.028036272791266074,0.6646582439811699,0,0,tested,-0.18422330289892694,0.12815075731639478,-0.357921782319067,0.7214637459332645,0.7469174676823119,True,26.0,-0.40703493538306024,0.0281744698742838
FNDC3A,72,0.12449311560652,0.3076850271428434,0,0,tested,0.05219067892840487,0.19679555228463513,3.4332483607872026,0.0009989034444763405,0.0014185418624814046,72,-0.12301136029175483,0.35602074850893894,0,0,tested,-0.20667213463685263,-0.03935058594665704,-2.931812285308899,0.004531957775932791,0.006284654106575409,False,72.0,0.12449311560652,-0.12301136029175483
FNDC3B,72,0.8072497923521611,0.3454646588506723,0,0,tested,0.726069577464807,0.8884300072395152,19.827618981901587,1.1576586097853383e-30,1.9888337041055307e-29,72,0.9453790196495336,0.4164783992127599,0,0,tested,0.8475113938943695,1.0432466454046978,19.261039713442926,6.596099742079373e-30,8.807923918233094e-29,True,72.0,0.807249792352161,0.9453790196495334
FNIP1,62,0.08105815757269831,0.3544936260357745,10,10,tested,-0.00896636700151314,0.17108268214690975,1.8004627561791646,0.07673202579301908,0.09085948480837489,72,0.561282759742398,0.31588652311172427,0,0,tested,0.48705306599733267,0.6355124534874634,15.077066599764112,7.952782294475262e-24,5.406584030369936e-23,True,62.0,0.08105815757269834,0.5558222962660524
FNIP2,32,-0.11761881591415341,0.5880973754268909,40,40,tested,-0.32965053037474995,0.09441289854644314,-1.1313645093914448,0.26657826338142065,0.29697753903017915,72,-0.6955139068481121,0.6267614265828115,0,0,tested,-0.8427956214593031,-0.5482321922369211,-9.416072765483799,4.01646782116002e-14,1.2099672943497747e-13,True,32.0,-0.1176188159141534,-0.6338349216239425
FNTA,72,0.13965821793491723,0.21488101685860533,0,0,tested,0.08916365452044375,0.1901527813493907,5.514862563137796,5.328297872944691e-07,9.764166677489329e-07,72,0.27356176991574466,0.30351818123601604,0,0,tested,0.20223849402138122,0.3448850458101081,7.647807394986992,7.513095582964587e-11,1.8150363678067796e-10,True,72.0,0.13965821793491726,0.27356176991574466
FNTB,72,-0.08785032406669867,0.25184109019226003,0,0,tested,-0.14703007891424258,-0.02867056921915477,-2.959940802173713,0.004179806440696784,0.005628993022753132,72,0.08867392124173819,0.30204416780309573,0,0,tested,0.01769702152266696,0.1596508209608094,2.491103131591429,0.015074152684423095,0.019854195005493187,False,72.0,-0.08785032406669867,0.0886739212417382
FOCAD,72,0.2875917145656751,0.19308662444769514,0,0,tested,0.24221858228439833,0.33296484684695193,12.638351444434234,7.614657226692176e-20,3.428988148806221e-19,72,-0.14350805023107116,0.5895724259211002,0,0,tested,-0.282050778124467,-0.004965322337675326,-2.065405592496216,0.042536446797550614,0.05334238184102255,False,72.0,0.2875917145656752,-0.1435080502310712
FOLR1,72,-0.7069196898433241,0.6366655897955618,0,0,tested,-0.8565287687081131,-0.5573106109785351,-9.421606214396165,3.9235032944257697e-14,1.179637655168527e-13,72,-1.662895927930881,1.2191865072629644,0,0,tested,-1.9493907114396962,-1.3764011444220658,-11.57340551303007,5.2563087806660535e-18,2.1144216514568437e-17,True,72.0,-0.706919689843324,-1.6628959279308808
FOLR2,72,0.3642202666629928,0.6460405019930542,0,0,tested,0.21240819143592898,0.5160323418900565,4.783773517761468,9.058198349685772e-06,1.5126648475765204e-05,72,1.2603951223866472,0.9048480055235595,0,0,tested,1.0477662654344586,1.4730239793388358,11.819451654734403,1.9528252470657495e-18,8.139625618797727e-18,True,72.0,0.36422026666299284,1.2603951223866465
FOPNL,26,0.4587510039022543,0.37215202814327564,46,46,tested,0.3084355467044145,0.6090664611000942,6.285550376947854,1.41085165449207e-06,2.500896581187091e-06,72,0.597351011676259,0.3170569767938406,0,0,tested,0.5228462748001654,0.6718557485523526,15.986689409944553,3.16001765364225e-25,2.48604615986791e-24,True,26.0,0.45875100390225426,0.5608365378827759
FOS,20,0.31130399479082016,0.7319476831369391,52,52,tested,-0.03125806566294981,0.6538660552445901,1.902040022959626,0.07243678932178195,0.0860578220562982,72,-0.23211775900606918,1.710719858947026,0,0,tested,-0.6341172174265415,0.16988169941440318,-1.1513191285079867,0.25346340738596757,0.2863189384806139,False,20.0,0.3113039947908202,-0.4844820495403798
FOSB,10,0.1802844645476698,0.9351251866206564,62,62,insufficient_pairs,,,,,,72,-0.3732040663058284,2.0014555201598414,0,0,tested,-0.8435230556768611,0.09711492306520436,-1.582219280277604,0.11804427807921125,0.14019186482269702,False,10.0,0.1802844645476698,-0.6742570512767004
FOSL1,12,0.5649329464899245,0.6074400731567835,60,60,insufficient_pairs,,,,,,72,0.12920718579617346,0.8260377853340659,0,0,tested,-0.06490217734849302,0.32331654894083994,1.3272508189327727,0.18867799673872176,0.21756895742794385,True,12.0,0.5649329464899245,0.43859120644473576
FOSL2,72,0.6778451548674292,0.5328117849736668,0,0,tested,0.552640523682931,0.8030497860519275,10.795006847490665,1.2589935156587122e-16,4.496789584408637e-16,72,0.11694785101194263,0.7129705011935348,0,0,tested,-0.050592002956894117,0.28448770498077935,1.391832369344403,0.16831813880512536,0.19569363554750588,True,72.0,0.6778451548674295,0.11694785101194263
FOXA1,11,0.41151199105481845,0.24350559520200626,61,61,insufficient_pairs,,,,,,72,0.023267783185371066,0.1994845187437382,0,0,tested,-0.023608780548220666,0.07014434691896279,0.9897193452704856,0.32567231813375064,0.35972460815064006,True,11.0,0.41151199105481845,0.007875825667150154
FOXC1,27,-0.4439741656032047,0.6056473977248253,45,45,tested,-0.6835602966837006,-0.20438803452270882,-3.8090767745136236,0.0007676828466380847,0.0011007806203115484,72,-1.4437434695547176,0.6838144651751223,0,0,tested,-1.604431990952771,-1.2830549481566642,-17.915048884281628,4.7522013305237035e-28,5.073728708585526e-27,True,27.0,-0.4439741656032047,-1.6722056645469612
FOXC2,4,-0.2673051521265755,0.2906071305309187,68,68,insufficient_pairs,,,,,,72,0.42347056531299754,0.6060336469448228,0,0,tested,0.28105964012133144,0.5658814905046636,5.9291541294831935,1.005227447024951e-07,1.9654909928205084e-07,False,4.0,-0.2673051521265755,0.37171876092851197
FOXI1,26,-0.47709840264364506,0.7280832670688061,46,46,tested,-0.7711775984861843,-0.18301920680110584,-3.3412855026566524,0.0026229460449640586,0.003589200445870758,72,-3.2575303322657962,0.46378829037465835,0,0,tested,-3.366515237408084,-3.1485454271235085,-59.59844616185347,2.2480886523499227e-62,3.053386123173841e-59,True,26.0,-0.47709840264364506,-3.237440282851499
