gene,n,finite_fraction,mean_difference,sd_difference,ci_low,ci_high,p_value,q_value,status,absolute_effect_rank
ABHD4,37,1.0,-0.14092712623342715,0.24388370631474082,-0.22224200236908226,-0.059612250097772046,0.0012076550986819335,0.001803232419320679,tested,5823.0
ABHD5,37,1.0,0.4607401357563407,0.4163278186218528,0.32192953001880903,0.5995507414938723,7.40339089848363e-08,1.7465350698960652e-07,tested,2935.0
ABHD6,37,1.0,-0.828634144371702,0.45373953209682377,-0.9799184364132868,-0.6773498523301172,3.4813970677418644e-13,1.6619869000489053e-12,tested,1505.0
ABI1,24,0.6486486486486487,0.30102067064760063,0.40331319671589394,,,,,insufficient_pairs,
ABI1.1,0,0.0,,,,,,,insufficient_pairs,
ABI2,37,1.0,-0.11608940056010823,0.22301212445235075,-0.1904453448362271,-0.041733456283989376,0.0031382049051211273,0.0044720111132536666,tested,6200.0
ABI3,37,1.0,0.9071733560477816,0.3959915027565539,0.7751432156009825,1.0392034964945807,4.484826642132469e-16,4.0797292525225286e-15,tested,1298.0
ABL1,37,1.0,0.040192319614497506,0.18686281238101082,-0.022110843941302763,0.10249548317029777,0.19904966080480005,0.22826355742036558,tested,7422.0
ABL2,37,1.0,0.2401446975758808,0.28512576879570084,0.145079033194084,0.3352103619576776,1.0306792409323426e-05,1.9156752519926117e-05,tested,4614.0
ABLIM1,37,1.0,-0.8014610628775806,0.3365327868046365,-0.9136666804160075,-0.6892554453391536,1.3631729866869589e-16,1.4486176009641836e-15,tested,1574.0
ABLIM1.1,37,1.0,-0.7117162521802298,0.4412947486955036,-0.8588512468533899,-0.5645812575070698,1.0339018482287134e-11,3.8871056469668085e-11,tested,1859.0
ABLIM2,6,0.16216216216216217,-0.47507254786805014,0.7131576562755211,,,,,insufficient_pairs,
ABLIM2.1,1,0.02702702702702703,1.5076413214235989,,,,,,insufficient_pairs,
ABLIM3,26,0.7027027027027027,1.1128494239392617,0.6795997656129854,,,,,insufficient_pairs,
ABLIM3.1,27,0.7297297297297297,1.1209752026209487,0.7564456048015806,,,,,insufficient_pairs,
